age,education,marital-status,relationship,race,gender,hours-per-week,income
26,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
49,Bachelors,Divorced,Own-child,White,Female,40,<=50K
38,Assoc-voc,Married-civ-spouse,Husband,White,Male,42,<=50K
47,Bachelors,Widowed,Unmarried,Black,Female,40,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
50,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
18,11th,Never-married,Own-child,White,Male,40,<=50K
59,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
56,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
34,HS-grad,Never-married,Own-child,White,Male,50,<=50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Bachelors,Never-married,Not-in-family,White,Male,35,<=50K
29,Some-college,Divorced,Own-child,Black,Male,40,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
37,Some-college,Divorced,Unmarried,Black,Female,40,<=50K
36,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
59,Masters,Widowed,Not-in-family,White,Female,40,>50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,56,>50K
29,HS-grad,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
39,Preschool,Never-married,Not-in-family,White,Female,35,>50K
39,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
69,Bachelors,Widowed,Not-in-family,White,Female,15,<=50K
43,HS-grad,Married-civ-spouse,Wife,White,Female,35,<=50K
39,Assoc-voc,Married-civ-spouse,Husband,White,Male,48,<=50K
19,Some-college,Never-married,Own-child,White,Female,30,<=50K
60,Assoc-voc,Married-civ-spouse,Husband,White,Male,60,>50K
51,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
75,Some-college,Widowed,Not-in-family,White,Female,8,<=50K
37,Assoc-voc,Never-married,Unmarried,Black,Female,40,<=50K
24,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,<=50K
20,11th,Never-married,Own-child,Black,Male,20,<=50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
21,Masters,Never-married,Own-child,White,Male,15,<=50K
28,HS-grad,Separated,Other-relative,White,Male,40,<=50K
40,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
40,Preschool,Married-civ-spouse,Wife,White,Female,40,>50K
41,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
58,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
44,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
29,Assoc-acdm,Never-married,Not-in-family,White,Male,45,<=50K
45,Masters,Never-married,Not-in-family,White,Female,40,<=50K
23,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
39,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
45,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
51,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
22,HS-grad,Never-married,Own-child,White,Male,40,<=50K
67,7th-8th,Divorced,Not-in-family,White,Male,3,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Some-college,Never-married,Unmarried,White,Female,25,<=50K
33,HS-grad,Married-civ-spouse,Husband,Black,Male,35,<=50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,43,<=50K
19,Some-college,Never-married,Own-child,White,Female,40,<=50K
90,1st-4th,Widowed,Not-in-family,Black,Female,40,<=50K
35,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
62,7th-8th,Divorced,Unmarried,White,Female,38,<=50K
20,Some-college,Never-married,Own-child,White,Female,15,<=50K
25,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
21,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
32,Some-college,Never-married,Own-child,White,Male,35,<=50K
32,Bachelors,Married-civ-spouse,Wife,White,Female,45,<=50K
70,HS-grad,Widowed,Not-in-family,White,Female,12,<=50K
65,10th,Married-civ-spouse,Husband,White,Male,50,>50K
57,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
37,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
34,HS-grad,Divorced,Unmarried,White,Female,36,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,78,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,48,<=50K
66,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
39,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
53,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
36,HS-grad,Married-civ-spouse,Wife,White,Female,50,<=50K
61,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
43,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
38,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
26,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
27,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,8,<=50K
58,9th,Divorced,Not-in-family,White,Female,40,<=50K
37,HS-grad,Divorced,Unmarried,White,Female,12,<=50K
56,7th-8th,Married-civ-spouse,Husband,White,Male,26,<=50K
36,Some-college,Separated,Not-in-family,White,Male,60,>50K
29,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
28,10th,Never-married,Unmarried,White,Male,30,<=50K
61,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
66,9th,Married-civ-spouse,Husband,White,Male,25,>50K
31,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
21,Assoc-acdm,Never-married,Own-child,White,Female,40,<=50K
67,HS-grad,Married-civ-spouse,Husband,White,Male,58,>50K
26,HS-grad,Widowed,Not-in-family,White,Male,40,<=50K
21,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
33,HS-grad,Divorced,Unmarried,White,Female,32,<=50K
59,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
82,7th-8th,Married-civ-spouse,Husband,White,Male,50,<=50K
34,Doctorate,Married-civ-spouse,Wife,White,Female,50,>50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
19,Some-college,Divorced,Own-child,White,Female,40,<=50K
57,HS-grad,Married-civ-spouse,Husband,White,Male,1,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
55,10th,Married-civ-spouse,Husband,Black,Male,40,<=50K
27,Some-college,Never-married,Not-in-family,Black,Male,40,<=50K
33,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
43,Some-college,Divorced,Not-in-family,Black,Male,50,>50K
72,Some-college,Widowed,Not-in-family,White,Female,16,<=50K
68,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
29,HS-grad,Separated,Own-child,White,Female,40,<=50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Bachelors,Divorced,Not-in-family,Asian-Pac-Islander,Male,70,>50K
54,5th-6th,Married-spouse-absent,Unmarried,Black,Female,30,<=50K
32,Assoc-acdm,Separated,Unmarried,White,Female,50,>50K
56,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
39,Bachelors,Married-civ-spouse,Wife,White,Female,6,>50K
41,Assoc-voc,Married-civ-spouse,Husband,White,Male,35,>50K
48,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
66,7th-8th,Married-civ-spouse,Husband,White,Male,48,<=50K
25,Bachelors,Never-married,Not-in-family,White,Female,50,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Assoc-acdm,Divorced,Not-in-family,White,Male,48,<=50K
51,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42,HS-grad,Never-married,Other-relative,Black,Female,40,<=50K
22,Some-college,Never-married,Not-in-family,Black,Female,35,<=50K
31,Preschool,Married-civ-spouse,Husband,White,Male,60,>50K
43,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
42,Some-college,Never-married,Unmarried,Black,Female,40,<=50K
20,HS-grad,Never-married,Other-relative,Other,Male,40,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
65,HS-grad,Widowed,Not-in-family,White,Female,20,<=50K
53,Bachelors,Married-civ-spouse,Husband,White,Male,52,>50K
56,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
51,Doctorate,Married-civ-spouse,Husband,White,Male,55,>50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
47,HS-grad,Divorced,Not-in-family,Black,Male,44,>50K
22,Assoc-acdm,Married-civ-spouse,Wife,White,Female,40,<=50K
53,Some-college,Separated,Not-in-family,White,Male,45,>50K
41,Some-college,Divorced,Not-in-family,White,Male,20,<=50K
19,HS-grad,Never-married,Own-child,White,Male,40,<=50K
27,Bachelors,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,43,<=50K
48,Assoc-voc,Married-civ-spouse,Wife,White,Female,25,>50K
52,7th-8th,Never-married,Own-child,White,Female,7,<=50K
61,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
45,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,45,>50K
29,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Some-college,Divorced,Not-in-family,White,Male,21,<=50K
38,Some-college,Divorced,Unmarried,Black,Male,60,<=50K
32,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
55,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
62,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
48,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
25,HS-grad,Never-married,Own-child,Black,Male,24,<=50K
47,HS-grad,Separated,Not-in-family,White,Female,40,<=50K
49,Bachelors,Married-civ-spouse,Husband,White,Male,70,<=50K
55,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
40,HS-grad,Divorced,Own-child,White,Male,40,<=50K
34,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
38,HS-grad,Separated,Unmarried,White,Female,10,<=50K
39,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
45,Assoc-acdm,Divorced,Not-in-family,White,Female,55,<=50K
43,Assoc-acdm,Never-married,Own-child,White,Male,40,<=50K
32,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
18,Some-college,Never-married,Own-child,White,Female,20,<=50K
27,Masters,Never-married,Not-in-family,White,Male,40,<=50K
57,Assoc-acdm,Divorced,Not-in-family,White,Female,40,<=50K
38,HS-grad,Married-civ-spouse,Wife,White,Female,60,<=50K
67,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
26,11th,Separated,Unmarried,White,Female,20,<=50K
21,HS-grad,Never-married,Own-child,White,Male,40,<=50K
17,10th,Never-married,Own-child,White,Male,15,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Assoc-acdm,Separated,Not-in-family,Black,Male,30,<=50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
28,Bachelors,Never-married,Own-child,White,Male,40,>50K
32,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,>50K
31,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
28,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
40,Masters,Never-married,Not-in-family,White,Female,40,<=50K
51,7th-8th,Never-married,Own-child,White,Male,19,<=50K
62,Some-college,Married-civ-spouse,Husband,Black,Male,20,<=50K
54,10th,Married-civ-spouse,Husband,White,Male,60,<=50K
55,HS-grad,Separated,Not-in-family,White,Female,16,<=50K
24,HS-grad,Never-married,Not-in-family,White,Male,20,<=50K
27,Masters,Never-married,Own-child,White,Male,45,<=50K
18,HS-grad,Never-married,Own-child,White,Male,30,<=50K
22,Bachelors,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,40,>50K
21,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
44,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,80,>50K
50,Masters,Married-civ-spouse,Husband,White,Male,60,>50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
27,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
35,11th,Divorced,Not-in-family,Black,Male,40,<=50K
51,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
60,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
62,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
37,Some-college,Separated,Not-in-family,Black,Male,35,<=50K
43,Some-college,Divorced,Own-child,White,Female,40,<=50K
49,Some-college,Divorced,Unmarried,White,Female,50,<=50K
17,10th,Never-married,Own-child,White,Female,25,<=50K
32,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
23,Bachelors,Never-married,Not-in-family,White,Female,38,<=50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
83,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
25,Bachelors,Never-married,Own-child,White,Female,40,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
46,11th,Never-married,Not-in-family,White,Male,40,<=50K
29,Bachelors,Never-married,Not-in-family,Other,Female,50,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
60,Preschool,Married-civ-spouse,Husband,White,Male,45,>50K
30,Assoc-voc,Divorced,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K
24,Some-college,Never-married,Own-child,White,Female,17,<=50K
17,10th,Never-married,Own-child,White,Female,10,<=50K
76,11th,Widowed,Other-relative,White,Female,16,<=50K
31,Assoc-acdm,Never-married,Own-child,White,Female,40,<=50K
52,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
39,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Female,35,<=50K
73,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
38,HS-grad,Never-married,Unmarried,Black,Female,24,<=50K
48,HS-grad,Divorced,Not-in-family,Black,Female,20,<=50K
60,10th,Widowed,Not-in-family,White,Female,40,<=50K
26,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
20,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
54,Doctorate,Never-married,Not-in-family,White,Female,40,>50K
50,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
20,Some-college,Never-married,Own-child,White,Female,40,<=50K
23,Some-college,Never-married,Other-relative,Black,Male,22,<=50K
35,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
43,10th,Never-married,Not-in-family,Black,Male,40,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,32,<=50K
58,1st-4th,Separated,Not-in-family,Black,Male,50,<=50K
55,Assoc-acdm,Divorced,Own-child,Asian-Pac-Islander,Male,40,<=50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
47,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
39,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
63,HS-grad,Married-civ-spouse,Wife,White,Female,35,>50K
27,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
62,11th,Divorced,Not-in-family,Black,Female,40,<=50K
38,Some-college,Never-married,Own-child,White,Female,40,<=50K
25,HS-grad,Never-married,Not-in-family,White,Male,65,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,52,<=50K
40,Some-college,Never-married,Own-child,White,Female,40,<=50K
42,Doctorate,Never-married,Not-in-family,White,Male,50,<=50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
31,Some-college,Separated,Unmarried,White,Female,50,<=50K
33,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
58,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
52,HS-grad,Divorced,Unmarried,White,Male,36,>50K
25,Bachelors,Never-married,Not-in-family,White,Male,35,>50K
54,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
46,Masters,Married-civ-spouse,Husband,White,Male,60,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
24,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
60,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
27,Bachelors,Never-married,Own-child,White,Female,40,<=50K
35,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
33,Bachelors,Married-civ-spouse,Wife,White,Female,50,>50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
26,Assoc-acdm,Separated,Not-in-family,Other,Female,40,<=50K
54,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
60,7th-8th,Divorced,Not-in-family,White,Male,40,<=50K
32,Masters,Never-married,Not-in-family,White,Female,40,<=50K
19,Some-college,Never-married,Own-child,White,Female,15,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
31,11th,Never-married,Unmarried,White,Female,48,<=50K
29,HS-grad,Separated,Unmarried,White,Female,25,<=50K
39,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
42,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
26,HS-grad,Divorced,Unmarried,White,Female,35,<=50K
27,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
52,9th,Widowed,Unmarried,White,Female,40,<=50K
50,Some-college,Divorced,Unmarried,Black,Female,40,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
61,7th-8th,Widowed,Not-in-family,Black,Male,40,<=50K
35,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
41,HS-grad,Divorced,Not-in-family,Black,Female,28,<=50K
31,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
20,HS-grad,Never-married,Own-child,White,Male,40,<=50K
35,Some-college,Separated,Not-in-family,White,Male,40,<=50K
30,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
42,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
39,Masters,Divorced,Not-in-family,Asian-Pac-Islander,Male,99,>50K
69,9th,Married-civ-spouse,Husband,White,Male,25,<=50K
63,9th,Married-civ-spouse,Husband,White,Male,40,>50K
29,Some-college,Never-married,Unmarried,Black,Female,40,<=50K
21,Some-college,Never-married,Own-child,White,Male,20,<=50K
24,Bachelors,Never-married,Not-in-family,White,Male,55,<=50K
55,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
48,11th,Married-civ-spouse,Wife,White,Female,40,<=50K
31,Bachelors,Never-married,Not-in-family,White,Female,42,<=50K
52,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
30,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
29,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
32,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
47,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
56,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Some-college,Never-married,Own-child,White,Female,10,<=50K
36,Some-college,Separated,Not-in-family,White,Male,40,<=50K
45,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
38,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
60,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
70,Masters,Married-civ-spouse,Husband,Black,Male,40,<=50K
21,Some-college,Never-married,Own-child,White,Female,30,<=50K
57,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
50,Preschool,Married-civ-spouse,Husband,White,Male,50,>50K
68,Some-college,Married-civ-spouse,Husband,White,Male,55,>50K
28,11th,Married-civ-spouse,Wife,White,Female,40,<=50K
32,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Preschool,Divorced,Not-in-family,White,Male,50,>50K
18,11th,Never-married,Own-child,White,Male,30,<=50K
45,Some-college,Divorced,Unmarried,White,Female,20,<=50K
22,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
38,Bachelors,Never-married,Not-in-family,White,Female,8,<=50K
37,Assoc-voc,Divorced,Not-in-family,White,Female,40,<=50K
23,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
59,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
53,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
18,HS-grad,Never-married,Own-child,White,Male,25,<=50K
30,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
50,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
63,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
48,9th,Divorced,Not-in-family,White,Female,40,<=50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,HS-grad,Separated,Unmarried,White,Female,50,<=50K
30,HS-grad,Never-married,Own-child,White,Male,30,<=50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
55,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
17,11th,Never-married,Own-child,White,Male,15,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
50,HS-grad,Divorced,Unmarried,White,Female,65,<=50K
32,Bachelors,Never-married,Not-in-family,Black,Male,30,<=50K
18,HS-grad,Never-married,Own-child,White,Female,40,<=50K
34,HS-grad,Separated,Not-in-family,Black,Male,40,<=50K
50,Bachelors,Divorced,Not-in-family,White,Male,45,>50K
32,11th,Married-civ-spouse,Husband,White,Male,55,<=50K
23,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
26,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
46,Assoc-acdm,Divorced,Not-in-family,White,Female,50,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,55,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
37,Assoc-acdm,Divorced,Unmarried,White,Female,38,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
28,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,10th,Widowed,Not-in-family,White,Female,24,<=50K
30,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
34,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
34,HS-grad,Married-civ-spouse,Other-relative,Amer-Indian-Eskimo,Male,40,<=50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
53,10th,Divorced,Unmarried,White,Female,48,<=50K
42,Preschool,Married-civ-spouse,Husband,White,Male,40,<=50K
18,HS-grad,Never-married,Own-child,White,Female,30,<=50K
81,Bachelors,Widowed,Not-in-family,White,Male,50,>50K
40,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
26,Bachelors,Never-married,Own-child,White,Female,35,<=50K
20,Some-college,Never-married,Own-child,White,Female,15,<=50K
41,HS-grad,Never-married,Not-in-family,White,Female,50,<=50K
49,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
22,Some-college,Never-married,Not-in-family,White,Female,20,<=50K
46,Bachelors,Divorced,Not-in-family,White,Male,45,>50K
56,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
35,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
34,Bachelors,Separated,Not-in-family,White,Female,35,<=50K
29,Masters,Married-civ-spouse,Wife,White,Female,40,>50K
28,12th,Married-civ-spouse,Husband,White,Male,45,<=50K
35,Bachelors,Never-married,Not-in-family,White,Male,37,<=50K
29,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
21,Some-college,Never-married,Not-in-family,White,Female,30,<=50K
52,Some-college,Married-civ-spouse,Husband,White,Male,95,>50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Other-relative,White,Female,25,<=50K
21,Some-college,Never-married,Own-child,White,Male,20,<=50K
35,10th,Never-married,Own-child,White,Male,40,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
45,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
29,Some-college,Never-married,Other-relative,White,Female,20,<=50K
29,10th,Never-married,Own-child,Black,Female,40,<=50K
33,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
17,10th,Never-married,Own-child,Black,Male,15,<=50K
52,HS-grad,Divorced,Unmarried,White,Female,25,<=50K
24,Some-college,Separated,Unmarried,White,Female,35,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
40,Bachelors,Never-married,Not-in-family,White,Female,48,<=50K
32,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
33,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
30,7th-8th,Never-married,Not-in-family,White,Male,38,<=50K
28,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
62,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
32,Assoc-voc,Never-married,Not-in-family,White,Female,64,<=50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
57,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
52,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
35,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
19,HS-grad,Never-married,Own-child,White,Male,16,<=50K
49,Bachelors,Never-married,Not-in-family,White,Male,45,>50K
47,Assoc-voc,Married-civ-spouse,Husband,White,Male,60,>50K
38,11th,Married-civ-spouse,Wife,White,Female,32,<=50K
30,HS-grad,Never-married,Own-child,White,Male,40,<=50K
32,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
32,HS-grad,Married-civ-spouse,Wife,White,Female,50,>50K
46,Assoc-voc,Never-married,Own-child,White,Female,40,<=50K
22,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
47,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
57,Some-college,Married-civ-spouse,Wife,White,Female,25,>50K
